type,lat,lon,tags,lighting_level,police_near,cctv_count,crime_reports,safety_score,street_name,area_name
street_lamp,12.9989043,77.5511306,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,17th Cross Road,Bengaluru
street_lamp,12.998962,77.5514242,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,,Bengaluru
street_lamp,12.9990113,77.5516124,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,17th Cross Road,Bengaluru
street_lamp,12.9990327,77.551768,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,17th Cross Road,Bengaluru
street_lamp,12.9998424,77.5510211,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,2,0.58,14th Cross Road,Bengaluru
street_lamp,12.9998838,77.5512215,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,14th Cross Road,Bengaluru
street_lamp,12.9999894,77.5512303,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,2,0.58,19C Main Road,Bengaluru
street_lamp,12.9999438,77.5515044,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,14th Cross Road,Bengaluru
street_lamp,12.9999574,77.5516253,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,14th Cross Road,Bengaluru
street_lamp,13.0000009,77.5518285,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,14th Cross Road,Bengaluru
street_lamp,13.0000203,77.5519423,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,3,0.52,14th Cross Road,Bengaluru
street_lamp,12.9999375,77.5519594,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,15th Cross Road,Bengaluru
street_lamp,12.9997755,77.5519318,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,12th Main Road,Bengaluru
street_lamp,12.9998188,77.5519985,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,15th Cross Road,Bengaluru
street_lamp,12.9994705,77.5519229,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,16th Cross Road,Bengaluru
street_lamp,12.9992643,77.5519323,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,17th Cross Road,Bengaluru
street_lamp,12.9990668,77.5519509,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,3,0.52,,Bengaluru
street_lamp,12.9987628,77.5520353,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,18th Cross Road,Bengaluru
street_lamp,12.9986636,77.5520786,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,18th Cross Road,Bengaluru
street_lamp,12.9984443,77.552225,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,12.9983991,77.5521557,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,19th Cross Road,Bengaluru
street_lamp,12.9979784,77.5525041,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,14th Main Road,Bengaluru
street_lamp,12.9982058,77.5524071,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,,
street_lamp,12.9981143,77.552129,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,Mahakavi Kuvempu Road,Bengaluru
street_lamp,12.99792,77.5520724,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,,
street_lamp,12.9980904,77.5519334,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,12.9978517,77.5517911,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,12.9980208,77.5516758,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,Mahakavi Kuvempu Road,Bengaluru
street_lamp,12.9979793,77.5515014,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,Mahakavi Kuvempu Road,Bengaluru
street_lamp,13.001891,77.5509184,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,K B Venkatesh Road,Bengaluru
street_lamp,13.0018128,77.5509885,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,K B Venkatesh Road,Bengaluru
street_lamp,13.0018871,77.5513389,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,K B Venkatesh Road,Bengaluru
street_lamp,13.0019346,77.5515607,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,K B Venkatesh Road,Bengaluru
street_lamp,13.0020605,77.5516508,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,13.0019913,77.5516733,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,,Bengaluru
street_lamp,13.0019972,77.5518164,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,13.0020139,77.5518934,"{'highway': 'street_lamp', 'lamp_mount': 'pole', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,K B Venkatesh Road,Bengaluru
street_lamp,13.0020364,77.5520028,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,3,0.52,K B Venkatesh Road,Bengaluru
street_lamp,13.0021394,77.5520239,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,,
street_lamp,13.0020946,77.5522377,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,K B Venkatesh Road,Bengaluru
street_lamp,12.999414,77.5517657,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,16th Cross Road,Bengaluru
street_lamp,12.999383,77.5516222,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,16th Cross Road,Bengaluru
street_lamp,12.9993326,77.5513771,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,,Bengaluru
street_lamp,12.9993038,77.5512308,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,16th Cross Road,Bengaluru
street_lamp,12.9992659,77.5510726,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,16th Cross Road,Bengaluru
street_lamp,12.9992213,77.5507546,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,12.9994277,77.5507092,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,12.999529,77.5507832,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,15th Cross Road,Bengaluru
street_lamp,12.9995566,77.5509367,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,15th Cross Road,Bengaluru
street_lamp,12.9995769,77.5510826,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,15th Cross Road,Bengaluru
street_lamp,12.9996077,77.551219,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,12.9996378,77.5513835,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,12.9996802,77.5515625,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,15th Cross Road,Bengaluru
street_lamp,12.9997302,77.5517462,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,12.9998936,77.5505978,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,12.9998013,77.5508127,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,14th Cross Road,Bengaluru
street_lamp,13.0000868,77.5505736,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,1,0.64,,Bengaluru
street_lamp,13.0001337,77.5506643,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,19th Main Road,Bengaluru
street_lamp,12.9977782,77.5514155,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,,
street_lamp,12.9979389,77.5513475,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,Mahakavi Kuvempu Road,Bengaluru
street_lamp,12.9979093,77.5511368,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,,Bengaluru
street_lamp,12.9979946,77.551079,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,12.9981174,77.5510458,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,12.99813,77.5509722,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,,
street_lamp,12.9981477,77.5511193,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,,
street_lamp,12.9981882,77.5512911,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,19th Cross Road,Bengaluru
street_lamp,12.9982346,77.5515095,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,,
street_lamp,12.9983118,77.5518406,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,12.9984363,77.5509936,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'led', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,12.9985508,77.5508713,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,12.9984994,77.5512161,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,12.9985251,77.5513883,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,12.9985801,77.5516054,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,18th Cross Road,Bengaluru
street_lamp,12.9986168,77.5517891,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,13.0017015,77.5517057,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,1,0.64,,
street_lamp,13.0016597,77.5514946,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,2,0.58,,
street_lamp,13.0016236,77.551327,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,13.0015934,77.5511559,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,13.0015585,77.5510062,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,,
street_lamp,13.0003686,77.5502206,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,0,0.7,,
street_lamp,13.0005412,77.5505704,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,,
street_lamp,13.0007064,77.5504634,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,1,0.64,,
street_lamp,13.0007836,77.550531,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,13.0008647,77.5504306,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,13.001055,77.5503992,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,1,0.64,,
street_lamp,13.0011868,77.5504618,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,13.0013078,77.5503697,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,13.0018735,77.5502653,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,13.0016781,77.5504181,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,13.0017451,77.5518549,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,13.0017861,77.5520398,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,13.0018251,77.5522231,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,,
street_lamp,13.0018783,77.5524445,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,K B Venkatesh Road,Bengaluru
street_lamp,13.0015687,77.5518671,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,
street_lamp,13.0013858,77.5518585,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,13.0011608,77.5518496,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,,
street_lamp,13.0009244,77.5518671,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,1,0.64,,
street_lamp,13.0006222,77.5525341,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,,
street_lamp,13.000642,77.5524289,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,Bengaluru
street_lamp,13.0006516,77.552286,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,,Bengaluru
street_lamp,13.0006484,77.5521127,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,19th B Main Road,Bengaluru
street_lamp,13.0002469,77.5525015,"{'direction': '111', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,Dr. Rajkumar Road,Bengaluru
street_lamp,13.0001532,77.5525245,"{'direction': '4', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,3,0.52,Dr. Rajkumar Road,Bengaluru
street_lamp,13.0001352,77.5527035,"{'highway': 'street_lamp', 'lamp_mount': 'straight_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,Dr. Rajkumar Road,Bengaluru
street_lamp,13.0020752,77.5503251,"{'direction': '356', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,10th B Cross Road,Bengaluru
street_lamp,13.002144,77.5502208,"{'direction': '80', 'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,2,0.58,10th B Cross Road,Bengaluru
street_lamp,13.0020989,77.5504434,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,10th B Cross Road,Bengaluru
street_lamp,13.0021408,77.5506392,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,2,0.58,K B Venkatesh Road,Bengaluru
street_lamp,13.0022515,77.5506428,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,10th B Cross Road,Bengaluru
street_lamp,13.0021561,77.5507366,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,13.0021849,77.5508914,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,3,0.52,,Bengaluru
street_lamp,13.0031453,77.5523453,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,,Bengaluru
street_lamp,13.0033265,77.5523172,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,13.0032864,77.552602,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,1,0.64,,
street_lamp,13.0036126,77.5522903,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,,Bengaluru
street_lamp,13.0029391,77.5523614,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,3,0.52,,
street_lamp,13.0027929,77.5523787,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,4,0.46,19th H Main Road,Bengaluru
street_lamp,13.0026103,77.5524018,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'electric', 'support': 'pole'}",10,0,0,4,0.46,19th H Main Road,Bengaluru
street_lamp,13.0024534,77.5524199,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,0,0.7,,
street_lamp,13.0022419,77.5524694,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,19th H Main Road,Bengaluru
street_lamp,13.0025714,77.5525088,"{'highway': 'street_lamp', 'lamp_mount': 'bent_mast', 'lamp_type': 'LED', 'support': 'pole'}",10,0,0,1,0.64,19th H Main Road,Bengaluru
